pl_name,pl_masse,pl_rade,pl_orbsmax,pl_orbincl,pl_trandep,st_teff,st_rad,st_radv,st_dist,st_optmag
Kepler-518 b,,2.110,,,,5842.00,0.88,,324.00,12.549
Kepler-519 b,,2.100,,,,5260.00,0.80,,234.00,12.630
Kepler-520 b,,1.660,,,,6112.00,1.09,,492.00,12.797
Kepler-520 c,,1.070,,,,6112.00,1.09,,492.00,12.797
Kepler-521 b,,3.180,,,,6406.00,1.46,,737.00,12.885
Kepler-522 b,,6.910,,,,6392.00,1.98,,749.00,12.211
Kepler-523 b,,1.960,,,,5515.00,0.86,,270.00,12.465
Kepler-524 b,,1.910,,,,6014.00,1.10,,730.00,13.928
Kepler-524 c,,0.960,,,,6014.00,1.10,,730.00,13.928
Kepler-525 b,,2.630,,,,5573.00,1.15,,566.00,13.497
Kepler-526 b,,1.990,,,,5894.00,1.14,,504.00,13.046
Kepler-527 b,,2.840,,,,6388.00,1.45,,901.00,13.390
Kepler-528 b,,2.080,,,,5807.00,1.06,-60.39,711.00,13.936
Kepler-529 b,,1.860,,,,6087.00,1.14,,787.00,13.763
Kepler-529 c,,2.000,,,,6087.00,1.14,,787.00,13.763
Kepler-530 b,,3.010,,,,5697.00,0.89,,464.00,13.400
Kepler-531 b,,2.780,,,,4893.00,0.75,,254.00,13.340
Kepler-532 b,,2.570,,,,5192.00,0.79,,325.00,13.524
Kepler-534 b,,2.240,,,,5884.00,0.98,,473.00,13.235
Kepler-535 b,,2.360,,,,6123.00,1.27,,678.00,13.174
HIP 75458 b,,,1.275000,,,4530.00,,,31.33,3.290
HR 8799 d,3000.00000,13.000,24.000000,,,,,,39.40,5.953
K2-3 d,,1.510,0.207600,89.380,,3896.00,0.56,30.48,,12.170
KELT-3 b,469.41500,15.076,0.041220,84.230,0.882000,6306.00,1.47,27.90,178.00,9.873
KIC 10001893 c,,,,,,27500.00,,25.00,,15.846
KOI-94 c,15.60000,4.320,0.101300,88.360,,6182.00,1.52,,,12.205
Kapteyn c,,,0.311000,,,3550.00,0.29,245.20,3.92,8.845
Kepler-10 b,4.60853,1.481,0.017200,85.100,,5627.00,1.06,-98.74,173.00,10.940
Kepler-100 b,7.34000,1.320,,,,5825.00,1.49,,,11.197
Kepler-101 b,51.10000,5.770,0.047400,85.820,,5667.00,1.56,-77.71,,13.800
Kepler-102 d,3.80000,1.180,,,,4909.00,0.76,,,11.492
Kepler-103 b,9.70000,3.370,,,,5845.00,1.44,,,12.287
Kepler-104 c,,3.130,0.153000,,,5711.00,1.35,,,12.596
Kepler-106 b,,0.820,,,,5858.00,1.04,,,12.882
Kepler-106 e,11.17000,2.560,,,,5858.00,1.04,,,12.882
Kepler-107 d,,1.070,0.082000,,,5851.00,1.41,,,12.487
Kepler-109 b,,2.370,,,,5952.00,1.32,,,12.365
Kepler-11 e,8.00000,4.190,0.195000,88.890,0.133300,5663.00,1.06,-57.16,613.00,14.200
Kepler-110 c,,2.210,0.198000,,,5960.00,1.15,,,12.935
Kepler-112 c,,2.400,0.172000,,,5544.00,0.84,,,13.771
Kepler-114 c,2.80000,1.600,,,,4605.00,0.67,,,13.738
Kepler-116 c,,2.300,0.116000,,,6142.00,1.45,,,13.717
Kepler-119 b,,3.600,0.035000,,,5595.00,0.84,,,14.236
Kepler-121 b,,2.340,0.039000,,,5311.00,0.70,,,14.708
Kepler-122 d,,2.200,0.155000,,,6050.00,1.22,,,14.247
Kepler-124 b,,0.730,0.039000,,,4984.00,0.64,,,14.139
Kepler-310 d,,2.470,0.392000,,,5797.00,0.88,,,14.279
Kepler-311 b,,1.700,0.087000,,,5905.00,1.19,,,13.797
Kepler-311 c,,1.430,0.145000,,,5905.00,1.19,,,13.797
Kepler-312 c,,3.150,0.153000,,,6115.00,1.47,,,12.949
Kepler-313 b,,2.530,0.125000,,,5727.00,1.54,,,14.167
Kepler-313 c,,2.570,0.208000,,,5727.00,1.54,,,14.167
Kepler-314 c,,2.900,0.064000,,,5378.00,0.95,,,12.557
Kepler-315 b,,3.770,0.402000,,,5796.00,1.04,,,15.321
Kepler-315 c,,4.150,0.791000,,,5796.00,1.04,,,15.321
Kepler-316 c,,1.160,0.058000,,,4204.00,0.52,,,15.224
Kepler-317 b,,2.090,0.061000,,,5497.00,0.94,,,15.377
Kepler-317 c,,1.720,0.083000,,,5497.00,0.94,,,15.377
Kepler-318 c,,3.680,0.105000,,,5746.00,1.19,,,13.297
Kepler-319 b,,1.630,0.051000,,,5526.00,0.90,,,13.828
Kepler-319 c,,2.630,0.069000,,,5526.00,0.90,,,13.828
Kepler-319 d,,2.290,0.191000,,,5526.00,0.90,,,13.828
Kepler-320 c,,1.370,0.142000,,,6435.00,1.11,,,13.474
Kepler-321 b,,1.770,0.057000,,,5740.00,1.19,,,12.706
Kepler-321 c,,2.320,0.110000,,,5740.00,1.19,,,12.706
Kepler-322 c,,1.670,0.051000,,,5388.00,0.89,-22.96,,13.530
Kepler-323 b,,1.430,0.028000,,,5987.00,1.18,,,12.722
Kepler-323 c,,1.630,0.046000,,,5987.00,1.18,,,12.722
Kepler-324 c,,3.150,0.260000,,,5194.00,0.84,,,14.122
Kepler-325 b,,2.910,0.053000,,,5752.00,1.00,,,15.009
Kepler-325 c,,2.540,0.105000,,,5752.00,1.00,,,15.009
Kepler-326 b,,1.520,0.032000,,,5105.00,0.80,,,13.693
HD 142415 b,,,1.050000,,,6045.00,,-12.00,34.57,7.327
HD 145934 b,,,4.600000,,,,5.38,,,8.500
HD 1461 b,,,0.063400,,,5765.00,,-10.06,23.44,6.470
HD 147018 c,,,1.922000,,,5441.00,,-27.35,42.96,8.300
HD 148427 b,,,0.930000,,,5052.00,3.22,-37.80,59.28,6.895
HD 152079 b,,,3.980000,,,5726.00,1.15,-21.50,83.33,9.180
HD 154345 b,,,4.190000,,,,,-47.30,18.06,6.760
HD 154857 c,,,5.360000,,,5605.00,1.76,27.90,68.54,7.238
HD 156279 b,,,0.495000,,,5453.00,,-20.64,35.37,8.100
HD 158038 b,,,1.520000,,,4897.00,4.80,,114.15,7.640
HD 159868 b,,,2.250000,,,5558.00,,-23.50,52.72,7.242
HD 1605 c,,,3.520000,,,4757.00,3.80,,84.60,7.520
HD 160691 c,,,5.235000,,,5807.00,,-6.90,15.28,5.150
HD 163607 b,,,0.360000,,,5543.00,1.63,-0.02,69.44,7.979
HD 16417 b,,,0.140000,,,,,10.60,25.54,5.780
HD 164604 b,,,1.300000,,,,,7.20,37.98,9.700
HD 167042 b,,,1.320000,,,4943.00,4.50,,50.00,5.940
HD 169830 b,,,0.810000,,,6299.00,,-17.21,36.32,5.902
HD 17092 b,,,,,,4650.00,,,,
HD 171028 b,,,1.320000,,,5663.00,1.95,13.64,90.00,8.310
HD 175541 b,,,1.030000,,,5060.00,3.80,19.70,127.55,8.030
Kepler-1428 b,,1.640,,,,6184.00,1.36,,802.00,13.688
Kepler-1429 b,,1.290,,,,5902.00,1.07,,1156.00,14.879
Kepler-1430 b,,1.180,,,,4796.00,0.72,,541.00,15.245
Kepler-1431 b,,1.470,,,,5806.00,1.03,,1270.00,15.273
Kepler-536 b,,3.100,,,,5524.00,0.89,,446.00,13.807
Kepler-537 b,,1.410,,,,5763.00,0.99,,465.00,13.100
Kepler-539 b,308.29510,8.373,0.498800,89.845,,5820.00,0.95,9.96,313.00,12.391
Kepler-540 b,,2.710,,,,5946.00,1.08,,350.00,12.209
Kepler-541 b,,3.360,,,,6166.00,2.06,,1020.00,13.281
Kepler-543 b,,2.500,,,,4671.00,0.67,,212.00,13.577
Kepler-544 b,,2.120,,,,6206.00,1.22,,797.00,13.542
Kepler-148 d,,8.680,,,,5272.00,0.85,,,15.342
Kepler-545 b,,2.690,,,,5882.00,1.07,,831.00,14.150
Kepler-546 b,,7.000,,,,5967.00,1.15,,896.00,14.288
Kepler-548 b,,11.990,,,,5535.00,0.90,,776.00,14.995
Kepler-549 b,,2.570,,,,5360.00,0.84,4.33,648.00,14.621
Kepler-549 c,,2.930,,,,5360.00,0.84,4.33,648.00,14.621
Kepler-550 b,,4.420,,,,5322.00,0.83,-13.78,563.00,14.486
Kepler-552 b,,3.950,,,,5863.00,1.04,,834.00,14.279
Kepler-553 b,,4.630,,,,5266.00,0.85,,725.00,14.924
Kepler-553 c,,11.200,,,,5266.00,0.85,,725.00,14.924
Kepler-154 d,,3.840,,,,5690.00,1.00,,,14.534
Kepler-154 e,,1.500,,,,5690.00,1.00,,,14.534
Kepler-154 f,,1.500,,,,5690.00,1.00,,,14.534
Kepler-554 b,,4.290,,,,5447.00,0.92,,642.00,14.313
KELT-8 b,275.55861,20.849,0.045710,82.650,1.311000,5754.00,1.67,-31.20,236.00,10.833
KELT-6 c,,,2.390000,,,6272.00,1.53,1.10,222.00,10.418
K2-22 b,444.96200,2.500,0.008800,,,3830.00,0.57,,,15.597
WASP-47 c,500.00000,,1.410000,87.000,,5576.00,1.16,-27.06,200.00,11.900
WASP-47 d,16.80000,3.710,0.088000,89.220,,5576.00,1.16,-27.06,200.00,11.900
Kepler-125 c,,0.740,0.051000,,,3810.00,0.51,,,14.752
Kepler-127 b,,1.400,0.125000,,,6106.00,1.36,,,11.485
Kepler-128 c,33.30000,1.130,,,,6090.00,1.66,,,11.390
Kepler-130 c,,2.900,0.178000,89.340,0.064000,5884.00,1.13,,,11.529
Kepler-131 c,8.25000,0.840,,,,5685.00,1.03,,,11.525
Kepler-132 c,,1.280,0.068000,,,6003.00,1.18,,,11.818
Kepler-134 c,,1.260,0.092000,,,5983.00,1.18,,,12.324
Kepler-136 c,,1.990,0.133000,,,6165.00,1.35,,,12.459
Kepler-138 c,1.97000,1.197,,,,3841.00,0.44,,,12.925
Kepler-14 b,2669.66000,12.733,,90.000,,6395.00,2.05,6.53,980.00,12.128
Kepler-140 b,,1.610,0.045000,,,6077.00,1.29,,,12.996
Kepler-142 b,,1.990,0.032000,,,5790.00,1.27,,,13.203
Kepler-150 c,,3.690,0.073000,,,5560.00,0.94,,927.00,14.985
Kepler-151 c,,2.090,0.160000,,,5460.00,0.83,,,14.769
Kepler-154 b,,2.260,0.198000,,,5690.00,1.00,,,14.534
Kepler-156 b,,2.300,0.054000,,,5094.00,0.81,,,14.172
Kepler-158 b,,2.120,0.111000,,,4623.00,0.62,,,14.427
Kepler-160 c,,3.610,0.109000,,,5857.00,0.88,,,14.619
Kepler-162 c,,3.030,0.137000,,,5816.00,0.96,,,14.248
Kepler-164 c,,2.730,0.097000,,,5888.00,1.15,,,14.282
Kepler-166 b,,2.270,0.072000,,,5413.00,0.74,,,14.701
Kepler-168 c,,2.690,0.116000,,,6282.00,1.11,,,14.606
Kepler-169 e,,2.200,0.105000,,,4997.00,0.76,,,14.194
Kepler-171 b,,2.340,0.050000,,,5642.00,0.84,,,14.883
Kepler-172 d,,2.250,0.118000,,,5526.00,1.08,,,14.532
Kepler-326 c,,1.400,0.051000,,,5105.00,0.80,,,13.693
Kepler-326 d,,1.210,0.066000,,,5105.00,0.80,,,13.693
Kepler-327 b,,1.110,0.029000,,,3799.00,0.49,,,15.018
Kepler-327 d,,1.730,0.090000,,,3799.00,0.49,,,15.018
Kepler-328 b,28.50000,2.300,,,,5914.00,1.06,,,15.674
Kepler-329 c,,1.930,0.113000,,,4257.00,0.52,,,15.434
Kepler-330 b,,1.350,0.075000,,,5117.00,0.72,,,15.261
Kepler-330 c,,1.950,0.116000,,,5117.00,0.72,,,15.261
Kepler-331 c,,1.840,0.105000,,,4347.00,0.49,,,15.862
Kepler-331 d,,1.640,0.159000,,,4347.00,0.49,,,15.862
Kepler-332 b,,1.170,0.070000,,,4955.00,0.72,,,14.017
Kepler-332 c,,1.090,0.114000,,,4955.00,0.72,,,14.017
Kepler-333 b,,1.320,0.087000,,,4259.00,0.53,,,14.731
Kepler-333 c,,1.110,0.135000,,,4259.00,0.53,,,14.731
Kepler-334 b,,1.120,0.061000,,,5828.00,1.07,,,12.776
Kepler-334 d,,1.410,0.168000,,,5828.00,1.07,,,12.776
Kepler-335 b,,3.390,0.075000,,,5877.00,1.85,,,13.996
Kepler-335 c,,3.070,0.356000,,,5877.00,1.85,,,13.996
Kepler-336 c,,2.100,0.092000,,,5867.00,1.30,,,13.598
Kepler-336 d,,2.370,0.154000,,,5867.00,1.30,,,13.598
Kepler-337 b,,1.540,0.045000,,,5684.00,1.76,,,12.727
Kepler-337 c,,2.050,0.093000,,,5684.00,1.76,,,12.727
Kepler-338 b,,2.440,0.117000,,,5923.00,1.74,,,12.119
Kepler-338 c,,2.340,0.172000,,,5923.00,1.74,,,12.119
Kepler-338 d,,3.000,0.257000,,,5923.00,1.74,,,12.119
Kepler-1432 b,,2.220,,,,6031.00,1.13,,1552.00,15.376
Kepler-1433 b,,1.560,,,,6097.00,1.19,,1328.00,14.826
Kepler-1434 b,,1.110,,,,6291.00,2.04,,680.00,12.086
Kepler-1435 b,,0.860,,,,6356.00,1.32,,681.00,12.938
Kepler-1436 b,,1.310,,,,5972.00,1.09,,1142.00,14.930
Kepler-1437 b,,1.370,,,,5557.00,0.90,,1182.00,15.591
Kepler-1438 b,,0.940,,,,5530.00,0.96,,866.00,14.869
Kepler-1439 b,,1.460,,,,3578.00,0.43,,215.00,16.109
Kepler-1440 b,,1.260,,,,5698.00,0.96,,685.00,14.131
Kepler-1441 b,,1.310,,,,5802.00,1.00,,751.00,14.268
Kepler-1442 b,,3.930,,,,6394.00,1.44,,525.00,12.146
Kepler-1443 b,,0.970,,,,6289.00,1.27,3.02,475.00,12.278
Kepler-1444 b,,2.180,,,,5810.00,1.05,,340.00,12.325
Kepler-1445 b,,0.960,,,,6150.00,1.26,11.79,482.00,12.405
Kepler-1446 b,,0.820,,,,4865.00,0.75,,162.00,12.411
Kepler-1447 b,,2.900,,,,5722.00,0.95,,871.00,14.682
Kepler-1448 b,,1.610,,,,5774.00,0.93,,786.00,14.411
Kepler-1449 b,,1.680,,,,5979.00,1.10,,1321.00,15.050
Kepler-1450 b,,1.710,,,,4524.00,0.68,,490.00,15.498
Kepler-1451 b,,3.350,,,,5782.00,0.99,,1159.00,15.332
Kepler-1452 b,,2.700,,,,6101.00,2.06,,974.00,13.062
Kepler-1453 b,,2.670,,,,5665.00,0.94,,1284.00,15.570
Kepler-1454 b,,1.880,,,,5448.00,0.86,,795.00,14.904
Kepler-1455 b,,2.160,,,,4075.00,0.60,,392.00,15.855
Kepler-1456 b,,1.140,,,,4231.00,0.62,,379.00,15.464
Kepler-1457 b,,1.990,,,,5866.00,1.01,,728.00,14.060
Kepler-1458 b,,2.760,,,,5653.00,0.94,,642.00,14.190
Kepler-1459 b,,1.360,,,,4828.00,0.74,,435.00,14.591
WASP-47 e,9.10000,1.820,0.017300,86.200,,5576.00,1.16,-27.06,200.00,11.900
WASP-41 c,,,1.070000,,,5545.00,0.87,3.28,180.00,11.600
HD 11755 b,,,1.080000,,,4312.50,27.30,,231.50,6.870
Kepler-585 b,,2.830,,,,5593.00,0.93,,604.00,14.034
HD 12648 b,,,0.540000,,,4835.80,9.20,,158.40,6.980
HD 24064 b,,,1.290000,,,4052.50,38.00,,264.40,6.750
8 UMi b,,,0.490000,,,4847.40,9.90,,159.10,6.830
K2-3 b,,2.180,0.076900,88.800,,3896.00,0.56,30.48,,12.170
Kepler-623 b,,3.010,,,,5443.00,0.86,,811.00,14.959
HD 155233 b,,,2.000000,,,4960.00,5.03,,75.13,6.818
HAT-P-20 b,2302.89900,9.718,0.036100,86.800,0.989800,4595.00,0.69,-18.81,70.00,11.339
Kepler-202 c,,1.850,0.113000,,,4668.00,0.67,,,13.872
HAT-P-49 b,549.82300,15.838,0.043800,86.200,,6820.00,1.83,15.15,322.00,10.326
HD 118203 b,,,0.070000,,,5600.00,,-29.39,88.57,8.050
HD 143361 b,,,1.980000,,,5505.00,0.99,-1.50,65.66,9.200
HD 192699 b,,,1.150000,,,5220.00,3.90,,67.39,6.440
Kepler-26 c,6.20000,2.720,,,,3914.00,0.51,,,15.473
Kepler-295 b,,1.220,0.099000,,,5603.00,0.90,,,14.447
Kepler-328 c,39.40000,5.400,,,,5914.00,1.06,,,15.674
Kepler-339 d,,1.170,0.091000,,,5631.00,0.80,,,14.531
Kepler-383 c,,1.240,0.172000,,,4710.00,0.67,,,15.070
Kepler-430 c,,1.750,0.475700,,,5884.00,1.49,,,13.848
WASP-70 A b,187.51200,13.047,0.048530,87.120,0.970000,5763.00,1.22,-65.39,245.00,10.790
K2-13 b,,1.890,0.211400,,0.058000,5698.00,0.78,,,12.901
Kepler-583 b,,2.280,,,,5523.00,0.91,,805.00,14.825
Kepler-584 b,,4.210,,,,6195.00,1.24,,1445.00,14.856
Kepler-176 e,,1.450,,,,5232.00,0.89,,,14.550
Kepler-242 c,,2.000,0.109000,,,5020.00,0.85,,,15.376
Kepler-174 b,,1.960,0.100000,,,4880.00,0.62,,,14.287
Kepler-175 c,,3.100,0.213000,,,6064.00,1.01,,,14.939
Kepler-177 b,2.00000,2.900,,,,5942.00,1.07,,,15.000
Kepler-178 d,,3.950,0.397000,,,5676.00,1.07,,,14.598
Kepler-18 b,6.90000,2.000,0.044700,84.920,0.025400,5345.00,1.11,,,13.549
Kepler-186 b,,1.070,0.034300,,,3755.00,0.52,,172.00,14.625
Kepler-186 f,,1.170,0.432000,89.960,,3755.00,0.52,,172.00,14.625
Kepler-188 c,,3.190,0.066000,,,6021.00,1.14,-8.36,,14.674
Kepler-19 c,13.10000,,,,,5544.00,0.86,,2119.00,11.898
Kepler-191 b,,1.340,0.087000,,,5282.00,0.79,,,14.808
Kepler-193 b,,2.390,0.106000,,,6335.00,1.15,,,14.615
Kepler-194 d,,2.400,0.275000,,,6089.00,1.02,,,14.915
Kepler-196 c,,2.240,0.240000,,,5128.00,0.78,,,14.157
Kepler-198 b,,2.820,0.131000,,,5574.00,0.94,,,13.597
Kepler-20 e,,0.865,0.063900,87.632,,5495.00,0.96,-20.93,290.00,12.510
Kepler-200 b,,2.130,0.080000,,,5678.00,0.94,,,13.984
Kepler-202 b,,1.630,0.045000,,,4668.00,0.67,,,13.872
Kepler-204 b,,2.530,0.117000,,,5812.00,1.24,,,13.909
Kepler-206 b,,1.200,0.078000,,,5764.00,1.19,,,13.484
Kepler-207 c,,1.500,0.044000,,,5920.00,1.59,,,13.182
Kepler-208 d,,1.200,0.103000,,,6092.00,1.31,,,13.749
Kepler-210 c,,3.620,0.070000,,,4559.00,0.65,,,13.822
Kepler-212 c,,2.740,0.207000,,,5852.00,1.46,,,13.178
Kepler-244 c,,2.050,0.087000,,,5554.00,0.80,,,15.604
Kepler-339 c,,1.150,0.069000,,,5631.00,0.80,,,14.531
Kepler-338 e,8.50000,1.560,,,,5923.00,1.74,,,12.119
Kepler-339 b,,1.420,0.055000,,,5631.00,0.80,,,14.531
Kepler-340 b,,2.530,0.134000,,,6620.00,1.85,,,12.345
Kepler-340 c,,3.370,0.178000,,,6620.00,1.85,,,12.345
Kepler-341 b,,1.180,0.060000,,,6012.00,1.02,,,14.601
Kepler-341 c,,1.700,0.080000,,,6012.00,1.02,,,14.601
Kepler-341 d,,1.850,0.182000,,,6012.00,1.02,,,14.601
Kepler-342 b,,2.250,0.128000,,,6175.00,1.47,,,13.147
Kepler-342 c,,1.960,0.185000,,,6175.00,1.47,,,13.147
Kepler-342 d,,2.490,0.242000,,,6175.00,1.47,,,13.147
Kepler-343 b,,2.410,0.088000,,,5807.00,1.43,,,14.128
Kepler-344 b,,2.610,0.153000,,,5774.00,0.98,,,15.378
Kepler-344 c,,2.950,0.488000,,,5774.00,0.98,,,15.378
Kepler-345 b,,0.740,0.066000,,,4504.00,0.62,,,14.028
Kepler-346 b,,2.660,0.071000,,,6033.00,1.02,,,15.214
Kepler-346 c,,3.070,0.168000,,,6033.00,1.02,,,15.214
Kepler-347 b,,1.970,0.110000,,,6088.00,1.00,,,14.513
Kepler-348 b,,1.520,0.076000,,,6177.00,1.36,,,12.556
Kepler-348 c,,1.330,0.138000,,,6177.00,1.36,,,12.556
Kepler-349 b,,1.900,0.065000,,,5956.00,0.93,,,14.746
Kepler-350 b,,1.850,0.104000,,,6186.00,1.53,,,13.781
Kepler-350 c,6.10000,3.100,,,,6186.00,1.53,,,13.781
Kepler-350 d,14.90000,2.800,,,,6186.00,1.53,,,13.781
Kepler-351 b,,3.060,0.214000,,,5643.00,0.85,,,15.990
Kepler-352 b,,0.860,0.085000,,,5212.00,0.78,,,12.957
Kepler-538 b,,2.260,,,,5650.00,0.90,,165.00,11.195
Kepler-542 b,,1.570,,,,5526.00,0.90,,439.00,13.435
Kepler-547 b,,4.000,,,,4828.00,0.73,,361.00,14.247
Kepler-551 b,,2.730,,,,4286.00,0.63,,312.00,14.897
Kepler-555 b,,2.830,,,,5894.00,1.04,,772.00,14.200
Kepler-559 b,,3.610,,,,5630.00,0.95,,793.00,14.743
Kepler-563 b,,3.090,,,,5066.00,0.77,,557.00,14.767
Kepler-568 b,,2.260,,,,3768.00,0.53,,126.00,14.273
Kepler-573 b,,2.790,,,,5746.00,1.02,,758.00,14.118
Kepler-577 b,,2.550,,,,4984.00,0.73,,549.00,14.885
Kepler-582 b,,3.680,,,,5564.00,0.91,,751.00,14.915
Kepler-609 b,,3.350,,,,5971.00,1.14,,1143.00,14.856
Kepler-613 b,,2.290,,,,5723.00,0.96,,864.00,14.608
Kepler-617 b,,1.320,,,,3712.00,0.48,,150.00,14.818
Kepler-621 b,,2.300,,,,4521.00,0.68,,389.00,14.915
Kepler-657 b,,3.520,,,,5808.00,1.01,,1244.00,15.344
Kepler-662 b,,2.180,,,,4897.00,0.74,,641.00,15.377
Kepler-667 b,,4.730,,,,5327.00,0.87,,907.00,15.400
Kepler-671 b,,2.690,,,,5624.00,0.95,,1139.00,15.356
Kepler-676 b,,3.040,,,,3701.00,0.49,,243.00,15.937
Kepler-710 b,,1.880,,,,5611.00,0.91,,919.00,15.024
Kepler-714 b,,9.670,,,,5995.00,1.12,,1460.00,15.261
Kepler-718 b,,16.560,,,,6191.00,1.30,,1520.00,15.257
Kepler-722 c,,2.820,,,,5863.00,1.05,,1375.00,15.399
Kepler-727 b,,2.530,,,,5441.00,0.86,,892.00,15.365
HD 17674 b,,,1.420000,,,5904.00,1.18,10.40,44.50,7.560
HD 42012 b,,,1.670000,,,5405.00,0.82,,37.10,8.440
HD 29021 b,,,2.280000,,,5560.00,0.85,-0.20,30.60,7.760
Qatar-3 b,1369.84730,12.285,0.037830,86.800,0.789000,6007.00,1.27,6.04,,12.880
Qatar-4 b,1938.76300,12.722,0.028030,87.500,1.902000,5215.00,0.85,-28.76,,13.600
Qatar-5 b,1373.02560,12.408,0.041270,88.740,1.126000,5747.00,1.08,-9.54,,12.820
Kepler-1649 b,,1.080,0.051400,89.570,0.178300,3240.00,0.25,,,17.131
KELT-18 b,375.03940,17.598,0.045500,88.860,0.716000,6670.00,1.91,-11.60,311.00,10.117
K2-110 b,16.70000,2.592,0.102100,89.350,,5010.00,0.71,-21.63,,11.915
Kepler-1650 b,,0.960,,,,3410.00,0.33,,120.50,15.722
Kepler-1651 b,,1.840,,,,3713.00,0.50,,69.40,13.496
KELT-9 b,915.35040,21.196,0.034620,86.790,0.677000,10170.00,2.36,-20.57,188.70,7.550
BD+03 2562 b,,,1.300000,,,4095.00,32.35,50.88,2618.00,9.580
K2-113 b,410.00070,10.424,0.055800,86.210,,5627.00,1.05,,,13.684
tau Cet g,,,0.133000,,,,,-17.10,3.65,3.500
tau Cet h,,,0.243000,,,,,-17.10,3.65,3.500
tau Cet e,,,0.538000,,,,,-17.10,3.65,3.500
tau Cet f,,,1.334000,,,,,-17.10,3.65,3.500
YZ Cet b,,,0.015570,,,3056.00,0.17,28.30,3.60,12.074
YZ Cet c,,,0.020900,,,3056.00,0.17,28.30,3.60,12.074
YZ Cet d,,,0.027640,,,3056.00,0.17,28.30,3.60,12.074
OGLE-2016-BLG-0263L b,1303.10300,,5.400000,,,,,,6500.00,
GJ 625 b,,,0.078361,,,3499.00,0.31,-12.85,6.49,10.100
HD 208897 b,,,1.050000,,,4860.00,4.98,,64.68,6.510
HD 34445 d,,,0.481700,,,5836.00,1.38,-79.40,45.01,7.328
HD 34445 e,,,0.268700,,,5836.00,1.38,-79.40,45.01,7.328
HD 34445 f,,,1.543000,,,5836.00,1.38,-79.40,45.01,7.328
HD 34445 g,,,6.360000,,,5836.00,1.38,-79.40,45.01,7.328
MASCARA-1 b,1175.97100,16.814,0.043000,87.000,,7554.00,2.10,,188.70,8.273
GJ 9827 b,,1.750,0.020000,85.080,,4255.00,0.65,,30.30,10.510
GJ 9827 c,,1.360,0.042000,87.810,,4255.00,0.65,,30.30,10.510
GJ 9827 d,,2.100,0.060000,87.390,,4255.00,0.65,,30.30,10.510
HD 76920 b,,,1.149000,,,4698.00,7.47,,184.80,7.817
OGLE-2016-BLG-0613L AB b,1328.52940,,6.400000,,,,,,3410.00,
Kepler-80 g,,1.130,,89.350,,4540.00,0.68,,357.00,14.804
KOI-351 i,,1.320,,89.200,,6080.00,1.20,,780.00,13.804
KOI-351 h,,11.300,1.010000,89.600,,6080.00,1.20,,780.00,13.804
K2-18 c,,,0.060000,,,3457.00,0.41,0.65,34.00,13.496
GJ 3942 b,,,0.060800,,,3867.00,0.61,,16.96,10.250
PSR J2322-2650 b,,,0.010200,,,,,,230.00,
HATS-50 b,123.95370,12.666,0.050460,87.540,,5990.00,1.12,-20.25,717.00,14.033
HATS-51 b,244.09344,15.805,0.046390,87.100,,5758.00,1.44,3.09,478.00,12.471
HATS-52 b,711.93920,15.491,0.024980,84.700,,6010.00,1.05,13.46,631.00,13.669
HATS-53 b,189.10885,15.020,0.047530,88.780,,5644.00,1.10,71.95,613.00,13.790
KELT-19 A b,1293.56810,21.409,0.063700,85.410,1.148000,7500.00,1.83,-8.50,292.00,9.885
HATS-36 b,1022.14128,13.843,0.054250,87.610,1.400000,6149.00,1.16,-24.39,962.00,14.386
BD+48 740 b,,,1.700000,,,4534.00,10.33,-45.93,751.87,8.699
K2-146 b,,2.200,0.026600,,,3385.00,0.35,,86.00,16.248
K2-147 b,,1.380,0.015900,,,3672.00,0.55,,88.00,14.019
K2-148 b,,1.330,0.045400,,,4079.00,0.63,,121.00,13.507
K2-148 c,,1.730,0.061600,,,4079.00,0.63,,121.00,13.507
K2-148 d,,1.640,0.077400,,,4079.00,0.63,,121.00,13.507
K2-149 b,,1.640,0.083000,,,3745.00,0.57,,118.00,14.484
K2-150 b,,2.000,0.072700,,,3499.00,0.44,,110.00,15.829
K2-151 b,,1.350,0.036500,,,3585.00,0.43,,62.70,14.140
K2-152 b,,2.810,0.173500,,,3940.00,0.63,,112.00,13.728
K2-153 b,,2.000,0.060100,,,3720.00,0.49,,126.00,14.979
K2-154 b,,2.230,0.040800,,,3978.00,0.65,,133.00,14.033
K2-154 c,,2.100,0.068300,,,3978.00,0.65,,133.00,14.033
K2-155 b,,1.550,0.054600,,,3919.00,0.53,19.34,62.30,12.806
K2-155 c,,1.950,0.092000,,,3919.00,0.53,19.34,62.30,12.806
K2-155 d,,1.640,0.188600,,,3919.00,0.53,19.34,62.30,12.806
KELT-21 b,1242.71530,17.777,0.052240,86.460,0.990000,7598.00,1.64,-13.00,415.00,
K2-169 b,,1.273,,87.837,,5548.00,0.92,,,12.229
K2-170 b,,1.418,,87.989,,5748.00,0.98,,,12.633
K2-170 c,,1.802,,88.668,,5748.00,0.98,,,12.633
K2-171 b,,2.687,,85.048,,5250.00,1.72,,,12.660
K2-172 b,,1.666,,88.914,,5569.00,0.87,,,12.438
K2-172 c,,3.206,,89.497,,5569.00,0.87,,,12.438
K2-80  d,,2.552,,89.397,,5441.00,0.87,,,12.626
K2-173 b,,1.608,,87.826,,5580.00,0.84,,,12.403
